concept_id,concept,aliases,slide_snippets,embedding_source,embedding_token
135,matrix addition,matrix addition,"[""addition and scalar multiplication linear algebra review In this video we'll talk about matrix addition and subtraction, as well as how to multiply a matrix by a number, also called Scalar Multiplication. Let's start an example. Given two matrices like these, let's say I want to add them together. How do I do that? And so, what does addition of matrices mean? It turns out that if you want to add two matrices, what you do is you just add up the elements of these matrices one at a time. So, my res""]",canonical_phrase,__phrase__matrix_addition
136,matrix factorization,matrix factorization,"[""vectorization low rank matrix factorization recommender systems In the last few videos, we talked about a collaborative filtering algorithm. In this video I'm going to say a little bit about the vectorization implementation of this algorithm. And also talk a little bit about other things you can do with this algorithm. For example, one of the things you can do is, given one product can you find other products that are related to this so that for example, a user has recently been looking at one p"", ""why a case study approach welcome [MUSIC] So the way we're gonna learn about this data to intelligence pipeline is by examining a number of case studies that are gonna ground the methods that we present in real world applications. And that's one of the really unique features of this course. In our first case study, we're gonna look at predicting house values. So, the intelligence we're deriving is a value associated with some house that's not on the market. So, we don't know what it's value is a"", ""specialization overview welcome [MUSIC] As Emily discussed, we're gonna see machine learning through the lens of a wide range of case studies in different areas that really ground the concepts behind them. So, other machine learning classes that you might take out there are really a laundry list of algorithms and methods. So things like support vector machines and kernels and logistic ration and networks and so on. And they're just like, a laundry list of methods. And the problem with that appro""]",canonical_phrase,__phrase__matrix_factorization
137,matrix multiplication,matrix multiplication::;matrix-matrix multiplication,"[""matrix vector multiplication linear algebra review In this video, I'd like to start talking about how to multiply together two matrices. We'll start with a special case of that, of matrix vector multiplication - multiplying a matrix together with a vector. Let's start with an example. Here is a matrix, and here is a vector, and let's say we want to multiply together this matrix with this vector, what's the result? Let me just work through this example and then we can step back and look at just w"", ""matrix matrix multiplication linear algebra review In this video we'll talk about matrix-matrix multiplication, or how to multiply two matrices together. When we talk about the method in linear regression for how to solve for the parameters theta 0 and theta 1 all in one shot, without needing an iterative algorithm like gradient descent. When we talk about that algorithm, it turns out that matrix-matrix multiplication is one of the key steps that you need to know. So let's, as usual, start with "", ""matrix multiplication properties linear algebra review Matrix multiplication is really useful, since you can pack a lot of computation into just one matrix multiplication operation. But you should be careful of how you use them. In this video, I wanna tell you about a few properties of matrix multiplication. When working with just real numbers or when working with scalars, multiplication is commutative. And what I mean by that is that if you take 3 times 5, that is equal to 5 times 3. And the or""]",canonical_phrase,__phrase__matrix_multiplication
138,matrix transpose,matrix transpose,"[""inverse and transpose linear algebra review In this video, I want to tell you about a couple of special matrix operations, called the matrix inverse and the matrix transpose operation. Let's start by talking about matrix inverse, and as usual we'll start by thinking about how it relates to real numbers. In the last video, I said that the number one plays the role of the identity in the space of real numbers because one times anything is equal to itself. It turns out that real numbers have this p"", ""principal component analysis algorithm dimensionality reduction In this video I'd like to tell you about the principle components analysis algorithm. And by the end of this video you know to implement PCA for yourself. And use it reduce the dimension of your data. Before applying PCA, there is a data pre-processing step which you should always do. Given the trading sets of the examples is important to always perform mean normalization, and then depending on your data, maybe perform feature scali""]",canonical_phrase,__phrase__matrix_transpose
139,matrix vector multiplication,matrix vector multiplication::;matrix-vector multiplication,"[""matrix vector multiplication linear algebra review In this video, I'd like to start talking about how to multiply together two matrices. We'll start with a special case of that, of matrix vector multiplication - multiplying a matrix together with a vector. Let's start with an example. Here is a matrix, and here is a vector, and let's say we want to multiply together this matrix with this vector, what's the result? Let me just work through this example and then we can step back and look at just w"", ""matrix matrix multiplication linear algebra review In this video we'll talk about matrix-matrix multiplication, or how to multiply two matrices together. When we talk about the method in linear regression for how to solve for the parameters theta 0 and theta 1 all in one shot, without needing an iterative algorithm like gradient descent. When we talk about that algorithm, it turns out that matrix-matrix multiplication is one of the key steps that you need to know. So let's, as usual, start with "", ""model representation ii neural networks representation In the last video, we gave a mathematical definition of how to represent or how to compute the hypotheses used by Neural Network. In this video, I like show you how to actually carry out that computation efficiently, and that is show you a vector rise implementation. And second, and more importantly, I want to start giving you intuition about why these neural network representations might be a good idea and how they can help us to learn comp""]",canonical_phrase,__phrase__matrix_vector_multiplication
140,maximum likelihood,maximum likelihood,"[""simplified cost function and gradient descent logistic regression In this video, we'll figure out a slightly simpler way to write the cost function than we have been using so far. And we'll also figure out how to apply gradient descent to fit the parameters of logistic regression. So, by the end of this, video you know how to implement a fully working version of logistic regression. Here's our cost function for logistic regression. Our overall cost function is 1 over m times the sum over the tra"", ""gaussian distribution anomaly detection In this video, I'd like to talk about the Gaussian distribution which is also called the normal distribution. In case you're already intimately familiar with the Gaussian distribution, it's probably okay to skip this video, but if you're not sure or if it has been a while since you've worked with the Gaussian distribution or normal distribution then please do watch this video all the way to the end. And in the video after this we'll start applying the Gaus"", ""what we covered and what we didn t cover closing remarks [MUSIC] Okay, so here's a summary of the large set of topics that we've covered in this course. We talked about a bunch of models including, different models of linear regression from simple regression to multiple regression. We talked about doing ridge regression and Lasso. And then, Nearest neighbors and kernel regression. And we also talked about some very important optimisation algorithms like Gradient descent and Coordinate descent. A""]",canonical_phrase,__phrase__maximum_likelihood
141,maximum likelihood estimate,maximum likelihood estimate::;maximum likelihood estimation,"[""simplified cost function and gradient descent logistic regression In this video, we'll figure out a slightly simpler way to write the cost function than we have been using so far. And we'll also figure out how to apply gradient descent to fit the parameters of logistic regression. So, by the end of this, video you know how to implement a fully working version of logistic regression. Here's our cost function for logistic regression. Our overall cost function is 1 over m times the sum over the tra"", ""gaussian distribution anomaly detection In this video, I'd like to talk about the Gaussian distribution which is also called the normal distribution. In case you're already intimately familiar with the Gaussian distribution, it's probably okay to skip this video, but if you're not sure or if it has been a while since you've worked with the Gaussian distribution or normal distribution then please do watch this video all the way to the end. And in the video after this we'll start applying the Gaus"", ""what we covered and what we didn t cover closing remarks [MUSIC] Okay, so here's a summary of the large set of topics that we've covered in this course. We talked about a bunch of models including, different models of linear regression from simple regression to multiple regression. We talked about doing ridge regression and Lasso. And then, Nearest neighbors and kernel regression. And we also talked about some very important optimisation algorithms like Gradient descent and Coordinate descent. A""]",canonical_phrase,__phrase__maximum_likelihood_estimate
142,mean normalization,mean normalization,"[""gradient descent in practice i feature scaling linear regression with multiple variables In this video and in the video after this one, I wanna tell you about some of the practical tricks for making gradient descent work well. In this video, I want to tell you about an idea called feature skill. Here's the idea. If you have a problem where you have multiple features, if you make sure that the features are on a similar scale, by which I mean make sure that the different features take on similar r"", ""principal component analysis problem formulation dimensionality reduction For the problem of dimensionality reduction, by far the most popular, by far the most commonly used algorithm is something called principle components analysis, or PCA. In this video, I'd like to start talking about the problem formulation for PCA. In other words, let's try to formulate, precisely, exactly what we would like PCA to do. Let's say we have a data set like this. So, this is a data set of examples x and R2 and "", ""principal component analysis algorithm dimensionality reduction In this video I'd like to tell you about the principle components analysis algorithm. And by the end of this video you know to implement PCA for yourself. And use it reduce the dimension of your data. Before applying PCA, there is a data pre-processing step which you should always do. Given the trading sets of the examples is important to always perform mean normalization, and then depending on your data, maybe perform feature scali""]",canonical_phrase,__phrase__mean_normalization
143,mean square error,mean square error::;mean squared error,"[""learning a model to predict house prices from more features regression predicting house prices [MUSIC] We've built a simple model just relating square feet of living space to price of houses and then we explored some other features like zip codes, and it's clear the zip codes make a big difference and there's other features, bedrooms, that also makes a big difference. The question is can we get a better model by including more features, more of these? And so let's look at that. So we're gonna do"", ""training error assessing loss on the training set assessing performance [MUSIC] So, the first measure of error of our predictions that we can look at is something called training error. And we discussed this at a high level in the first course of the specialization, but now let's go through it in a little bit more detail. So, to define training error, we first have to define training data. So, training data typically you have some dataset which I've shown you are these blue circles here, and we'"", ""variance and the bias variance tradeoff assessing performance [MUSIC] Okay. Well, now let's turn to this third component which is a variance. And what variance is gonna say is, how different can my specific fits to a given data set be from one another, as I'm looking at different possible data sets? And in this case, when we are looking at just this constant model, we showed by that early picture where I drew points that were mainly above the true relationship and the points mainly below, that t""]",canonical_phrase,__phrase__mean_square_error
144,mini-batch gradient descent,mini-batch gradient descent,"[""mini batch gradient descent large scale machine learning In the previous video, we talked about Stochastic gradient descent, and how that can be much faster than Batch gradient descent. In this video, let's talk about another variation on these ideas is called Mini-batch gradient descent they can work sometimes even a bit faster than stochastic gradient descent. To summarize the algorithms we talked about so far. In Batch gradient descent we will use all m examples in each generation. Whereas in""]",canonical_phrase,__phrase__mini-batch_gradient_descent
145,mini-batch size,mini-batch size,"[""mini batch gradient descent large scale machine learning In the previous video, we talked about Stochastic gradient descent, and how that can be much faster than Batch gradient descent. In this video, let's talk about another variation on these ideas is called Mini-batch gradient descent they can work sometimes even a bit faster than stochastic gradient descent. To summarize the algorithms we talked about so far. In Batch gradient descent we will use all m examples in each generation. Whereas in""]",canonical_phrase,__phrase__mini-batch_size
146,minimization problem,minimization problem,"[""cost function linear regression with one variable In this video we'll define something called the cost function, this will let us figure out how to fit the best possible straight line to our data. In linear progression, we have a training set that I showed here remember on notation M was the number of training examples, so maybe m equals 47. And the form of our hypothesis, which we use to make predictions is this linear function. To introduce a little bit more terminology, these theta zero and t"", ""optimization objective support vector machines By now, you've seen a range of difference learning algorithms. With supervised learning, the performance of many supervised learning algorithms will be pretty similar, and what matters less often will be whether you use learning algorithm a or learning algorithm b, but what matters more will often be things like the amount of data you create these algorithms on, as well as your skill in applying these algorithms. Things like your choice of the featu"", ""kernels ii support vector machines In the last video, we started to talk about the kernels idea and how it can be used to define new features for the support vector machine. In this video, I'd like to throw in some of the missing details and, also, say a few words about how to use these ideas in practice. Such as, how they pertain to, for example, the bias variance trade-off in support vector machines. In the last video, I talked about the process of picking a few landmarks. You know, l1, l2, l3""]",canonical_phrase,__phrase__minimization_problem
147,misclassification error,misclassification error,"[""evaluating a hypothesis advice for applying machine learning In this video, I would like to talk about how to evaluate a hypothesis that has been learned by your algorithm. In later videos, we will build on this to talk about how to prevent in the problems of overfitting and underfitting as well. When we fit the parameters of our learning algorithm we think about choosing the parameters to minimize the training error. One might think that getting a really low value of training error might be a g""]",canonical_phrase,__phrase__misclassification_error
148,mixture model,mixture model::;mixture models,"[""course overview welcome [MUSIC] This course is going to follow the same philosophy as our past courses. In particular, we're going to use case studies to motivate the key concepts that we're going to teach. But there are a number of other key features that define the way we teach our courses in this specialization. In particular, we teach a set of core machine learning concepts and we do so both through our case studies as well as using visual aids to very dramatically guide the process. And the"", ""module by module topics covered welcome [MUSIC] Let's now dig into a more detailed description of this course content. So, the course overview that we just talked about is going to be presented in four different modules in this course. So let's step through each of these modules and discuss what we will to present at a high level. So in our first module, we are going to discuss this document retrieval task. Where there is some document that a person's reading and we want to search over all these"", ""motiving probabilistic clustering models mixture models [MUSIC] In the last module we discussed k-means as an algorithmic approach to clustering. Now in the rest of the course we're going to turn to probabilistic mode-based approaches to clustering and compare and contrast with k-means. So why are we interested in probabilistic approach in the first place? Well to motivate this we could return to our task where we're interested in learning a user's preference over a set of topics. And to do this""]",canonical_phrase,__phrase__mixture_model
149,model complexity,model complexity,"[""evaluating overfitting via training test split regression predicting house prices [MUSIC] Okay, so the issue we're facing here with this crazy 13th order polynomial fit is something called overfitting. So in particular, what we've done is we've taken a model and really, really, really honed in to our actual observations, but it doesn't generalize well to thinking about new predictions. And so the issues actually go beyond just making really crazy predictions. And we're gonna discuss this in a lo"", ""training test curves regression predicting house prices [MUSIC] So for each model order that we might consider, for example, a linear model or we also talked about using a quadratic model, all the way up to our very crazy, 13th order polynomial. And of course, we could consider even higher order models. Well, what happens to test error? Sorry, I don't mean test error. Let's start with training error. A lot easier to think about. So training error. As we increase the model order, well, that model"", ""outlining the first half of the course welcome [MUSIC] This course consists of six different modules, and let's preview what these are about. To start with, we're gonna talk about simple regression, and why is it called simple regression? That's because we're gonna focus on just having a single input, for example the size of your house and when we think about defining the relationship between the single input and our output, the house sales price, we're just gonna look at fitting a very simple l""]",canonical_phrase,__phrase__model_complexity
150,model parameters,model parameters,"[""linear regression a model based approach regression predicting house prices [MUSIC] Okay. Well instead of the analysis that we just did, we can instead think about modeling the relationship between the square footage of the house and the house sales price. And to do this, we're gonna use something that's called linear regression. Okay, so to leverage all the observations that we've collected, what we wanna do is be able to understand the relationship between the square foot of the house and the "", ""evaluating overfitting via training test split regression predicting house prices [MUSIC] Okay, so the issue we're facing here with this crazy 13th order polynomial fit is something called overfitting. So in particular, what we've done is we've taken a model and really, really, really honed in to our actual observations, but it doesn't generalize well to thinking about new predictions. And so the issues actually go beyond just making really crazy predictions. And we're gonna discuss this in a lo"", ""training test curves regression predicting house prices [MUSIC] So for each model order that we might consider, for example, a linear model or we also talked about using a quadratic model, all the way up to our very crazy, 13th order polynomial. And of course, we could consider even higher order models. Well, what happens to test error? Sorry, I don't mean test error. Let's start with training error. A lot easier to think about. So training error. As we increase the model order, well, that model""]",canonical_phrase,__phrase__model_parameters
151,model selection,model selection,"[""the problem of overfitting regularization By now, you've seen a couple different learning algorithms, linear regression and logistic regression. They work well for many problems, but when you apply them to certain machine learning applications, they can run into a problem called overfitting that can cause them to perform very poorly. What I'd like to do in this video is explain to you what is this overfitting problem, and in the next few videos after this, we'll talk about a technique called reg"", ""model selection and train validation test sets advice for applying machine learning Suppose you're left to decide what degree of polynomial to fit to a data set. So that what features to include that gives you a learning algorithm. Or suppose you'd like to choose the regularization parameter longer for learning algorithm. How do you do that? This account model selection process. Browsers, and in our discussion of how to do this, we'll talk about not just how to split your data into the train and"", ""regularization and bias variance advice for applying machine learning You've seen how regularization can help prevent over-fitting. But how does it affect the bias and variances of a learning algorithm? In this video I'd like to go deeper into the issue of bias and variances and talk about how it interacts with and is affected by the regularization of your learning algorithm. Suppose we're fitting a high auto polynomial, like that showed here, but to prevent over fitting we need to use regulariz""]",canonical_phrase,__phrase__model_selection
152,multi-class classification,multi-class classification::;multiclass classification,"[""classification logistic regression In this and the next few videos, I want to start to talk about classification problems, where the variable y that you want to predict is valued. We'll develop an algorithm called logistic regression, which is one of the most popular and most widely used learning algorithms today. Here are some examples of classification problems. Earlier we talked about email spam classification as an example of a classification problem. Another example would be classifying onl"", ""advanced optimization logistic regression In the last video, we talked about gradient descent for minimizing the cost function J of theta for logistic regression. In this video, I'd like to tell you about some advanced optimization algorithms and some advanced optimization concepts. Using some of these ideas, we'll be able to get logistic regression to run much more quickly than it's possible with gradient descent. And this will also let the algorithms scale much better to very large machine lea"", ""multiclass classification one vs all logistic regression In this video we'll talk about how to get logistic regression to work for multiclass classification problems. And in particular I want to tell you about an algorithm called one-versus-all classification. What's a multiclass classification problem? Here are some examples. Lets say you want a learning algorithm to automatically put your email into different folders or to automatically tag your emails so you might have different folders or di""]",canonical_phrase,__phrase__multi-class_classification
153,multivariate gaussian distribution,multivariate gaussian distribution,"[""multivariate gaussian distribution anomaly detection In this and the next video, I'd like to tell you about one possible extension to the anomaly detection algorithm that we've developed so far. This extension uses something called the multivariate Gaussian distribution, and it has some advantages, and some disadvantages, and it can sometimes catch some anomalies that the earlier algorithm didn't. To motivate this, let's start with an example. Let's say that so our unlabeled data looks like what"", ""anomaly detection using the multivariate gaussian distribution anomaly detection In the last video we talked about the Multivariate Gaussian Distribution and saw some examples of the sorts of distributions you can model, as you vary the parameters, mu and sigma. In this video, let's take those ideas, and apply them to develop a different anomaly detection algorithm. To recap the multivariate Gaussian distribution and the multivariate normal distribution has two parameters, mu and sigma. Where mu""]",canonical_phrase,__phrase__multivariate_gaussian_distribution
154,multivariate gaussian model,multivariate gaussian model,"[""anomaly detection using the multivariate gaussian distribution anomaly detection In the last video we talked about the Multivariate Gaussian Distribution and saw some examples of the sorts of distributions you can model, as you vary the parameters, mu and sigma. In this video, let's take those ideas, and apply them to develop a different anomaly detection algorithm. To recap the multivariate Gaussian distribution and the multivariate normal distribution has two parameters, mu and sigma. Where mu""]",canonical_phrase,__phrase__multivariate_gaussian_model
155,nearest neighbor search,nearest neighbor search,"[""retrieving similar documents using nearest neighbor search clustering and similarity retrieving documents [MUSIC] Okay, so we've talked about how to represent documents and we've also talked about how to measure similarity between documents. So now let's turn to the actual task of interest which is retrieving a document. So someone is reading an article, we're assuming they like that article and we'd like to present them with another article to read. So in particular one of the most popular ways"", ""clustering and similarity ml block diagram clustering and similarity retrieving documents In this module we've talked about a document retrieval task and we've also talked about a notion of clustering where we're trying to uncover some underlying structure in the data and we talked about many different areas in which this notion of clustering can be really useful. So let's go through the workflow for a clustering algorithm. And if you feel like you already know this at this point because you've "", ""1 nearest neighbor algorithm nearest neighbors kernel regression [MUSIC] Well we've talked about what one Nearest Neighbors is doing intuitively, now let's talk about how to actually implement one Nearest Neighbors in practice. So to perform our Nearest Neighbor search, what we have to do is we have to specify a query input, which will be for example, some house that we're interested in assessing it's value. And then we also need to provide our data set, our set of training houses. And we also n""]",canonical_phrase,__phrase__nearest_neighbor_search
156,nearest neighbors,nearest neighbors::;nearest neighbour,"[""specialization overview welcome [MUSIC] As Emily discussed, we're gonna see machine learning through the lens of a wide range of case studies in different areas that really ground the concepts behind them. So, other machine learning classes that you might take out there are really a laundry list of algorithms and methods. So things like support vector machines and kernels and logistic ration and networks and so on. And they're just like, a laundry list of methods. And the problem with that appro"", ""building exploring a nearest neighbors model for wikipedia articles clustering and similarity retrieving documents [MUSIC] In the lectures, Emily talked about nearest neighbor models and how they can be used for document retrieval. So today, we're gonna actually do some cool document retrievals using simple nearest neighbor models. Next we're going to build a nearest neighbor model for document retrieval. And here we go, nearest neighbor model for document retrieval. Again, you could implement y"", ""examples of document retrieval in action clustering and similarity retrieving documents [MUSIC] Other examples of document retrieval. Okay? So we're gonna go through a few. For example, let's take the singer Taylor Swift. So out of all my people, I'm going to select the one whose name is Taylor Swift. And so when I select her I can ask, let's retrieve some documents that are similar to Taylor Swift's documents. In other words, who are the people, just for the model, who are the people who are cl""]",canonical_phrase,__phrase__nearest_neighbors
157,negative example,negative example::;negative examples,"[""unsupervised learning introduction In this video, we'll talk about the second major type of machine learning problem, called Unsupervised Learning. In the last video, we talked about Supervised Learning. Back then, recall data sets that look like this, where each example was labeled either as a positive or negative example, whether it was a benign or a malignant tumor. So for each example in Supervised Learning, we were told explicitly what is the so-called right answer, whether it's benign or m"", ""classification logistic regression In this and the next few videos, I want to start to talk about classification problems, where the variable y that you want to predict is valued. We'll develop an algorithm called logistic regression, which is one of the most popular and most widely used learning algorithms today. Here are some examples of classification problems. Earlier we talked about email spam classification as an example of a classification problem. Another example would be classifying onl"", ""decision boundary logistic regression In the last video, we talked about the hypothesis representation for logistic regression. What Id like to do now is tell you about something called the decision boundary, and this will give us a better sense of what the logistic regressions hypothesis function is computing. To recap, this is what we wrote out last time, where we said that the hypothesis is represented as h of x equals g of theta transpose x, where g is this function called the sigmoid functi""]",canonical_phrase,__phrase__negative_example
158,neural network,neural network::;neural networks,"[""welcome to machine learning introduction What is machine learning? You probably use it dozens of times a day without even knowing it. Each time you do a web search on Google or Bing, that works so well because their machine learning software has figured out how to rank what pages. When Facebook or Apple's photo application recognizes your friends in your pictures, that's also machine learning. Each time you read your email and a spam filter saves you from having to wade through tons of spam, aga"", ""non linear hypotheses neural networks representation In this and in the next set of videos, I'd like to tell you about a learning algorithm called a Neural Network. We're going to first talk about the representation and then in the next set of videos talk about learning algorithms for it. Neutral networks is actually a pretty old idea, but had fallen out of favor for a while. But today, it is the state of the art technique for many different machine learning problems. So why do we need yet anoth"", ""neurons and the brain neural networks representation Neural Networks are a pretty old algorithm that was originally motivated by the goal of having machines that can mimic the brain. Now in this class, of course I'm teaching Neural Networks to you because they work really well for different machine learning problems and not, certainly not because they're logically motivated. In this video, I'd like to give you some of the background on Neural Networks. So that we can get a sense of what we can e""]",canonical_phrase,__phrase__neural_network
159,neural network learning,neural network learning,"[""putting it together neural networks learning So, it's taken us a lot of videos to get through the neural network learning algorithm. In this video, what I'd like to do is try to put all the pieces together, to give a overall summary or a bigger picture view, of how all the pieces fit together and of the overall process of how to implement a neural network learning algorithm. When training a neural network, the first thing you need to do is pick some network architecture and by architecture I jus""]",canonical_phrase,__phrase__neural_network_learning
160,non-anomalous examples,non-anomalous examples,"[""problem motivation anomaly detection In this next set of videos, I'd like to tell you about a problem called Anomaly Detection. This is a reasonably commonly use you type machine learning. And one of the interesting aspects is that it's mainly for unsupervised problem, that there's some aspects of it that are also very similar to sort of the supervised learning problem. So, what is anomaly detection? To explain it. Let me use the motivating example of: Imagine that you're a manufacturer of aircr"", ""developing and evaluating an anomaly detection system anomaly detection In the last video, we developed an anomaly detection algorithm. In this video, I like to talk about the process of how to go about developing a specific application of anomaly detection to a problem and in particular this will focus on the problem of how to evaluate an anomaly detection algorithm. In previous videos, we've already talked about the importance of real number evaluation and this captures the idea that when you'""]",canonical_phrase,__phrase__non-anomalous_examples
161,nonlinear hypotheses,nonlinear hypotheses,"[""non linear hypotheses neural networks representation In this and in the next set of videos, I'd like to tell you about a learning algorithm called a Neural Network. We're going to first talk about the representation and then in the next set of videos talk about learning algorithms for it. Neutral networks is actually a pretty old idea, but had fallen out of favor for a while. But today, it is the state of the art technique for many different machine learning problems. So why do we need yet anoth"", ""model representation ii neural networks representation In the last video, we gave a mathematical definition of how to represent or how to compute the hypotheses used by Neural Network. In this video, I like show you how to actually carry out that computation efficiently, and that is show you a vector rise implementation. And second, and more importantly, I want to start giving you intuition about why these neural network representations might be a good idea and how they can help us to learn comp""]",canonical_phrase,__phrase__nonlinear_hypotheses
162,normal equation,normal equation,"[""gradient descent for linear regression linear regression with one variable In previous videos, we talked about the gradient descent algorithm and we talked about the linear regression model and the squared error cost function. In this video we're gonna put together gradient descent with our cost function, and that will give us an algorithm for linear regression or putting a straight line to our data. So this was what we worked out in the previous videos. This gradient descent algorithm which you"", ""normal equation linear regression with multiple variables In this video, we'll talk about the normal equation, which for some linear regression problems, will give us a much better way to solve for the optimal value of the parameters theta. Concretely, so far the algorithm that we've been using for linear regression is gradient descent where in order to minimize the cost function J of Theta, we would take this iterative algorithm that takes many steps, multiple iterations of gradient descent to "", ""normal equation noninvertibility linear regression with multiple variables In this video I want to talk about the Normal equation and non-invertibility. This is a somewhat more advanced concept, but it's something that I've often been asked about. And so I want to talk it here and address it here. But this is a somewhat more advanced concept, so feel free to consider this optional material. And there's a phenomenon that you may run into that may be somewhat useful to understand, but even if you ""]",canonical_phrase,__phrase__normal_equation
163,normalized features,normalized features,"[""coordinate descent for least squares regression normalized features feature selection lasso As a last aside, before we get to our coordinate descent algorithm for Lasso. Let's first describe, or rather derive our coordinate descent algorithm for just least squares regression using these normalized features that we've just described. So here's our least squares objective, which is just minimizing our residual sum of squares. And when we derive our coordinates to send algorithm, remember that we'r"", ""coordinate descent for lasso normalized features feature selection lasso [MUSIC] So, now we're gonna describe what the variant of this coordinate descent algorithm looks like in the case of lasso. Again, we're gonna be looking at these normalized features. And just remember this is where we left off with our coordinate descent algorithm for just least squares un-regularized regression. And remember the key point was that we set w hat j equal to row j. This correlation between our features and th"", ""coordinate descent for lasso unnormalized features feature selection lasso [MUSIC] So finally, I just wanted to present the coordinate descent algorithm for lasso if you don't normalize your features. So this is the most generic form of the algorithm, because of course it applies to normalized features as well. But let's just remember our algorithm for our normalized features. So, here it is now. And relative to this, the only changes we need to make are what's highlighted in these green boxes. ""]",canonical_phrase,__phrase__normalized_features
164,normalized representation,normalized representation,"[""distance metrics cosine similarity nearest neighbor search [MUSIC] So that was one idea of computing an inner product to compute a distance, but here's another really natural inner product measure that we could have. And this is simply to look at the inner product between our one article which might be our query article xq and another article xi, simply as the inner product between these two vectors that we are going to multiply, element-wise each of the different values, add them up, and call t"", ""to normalize or not and other distance considerations nearest neighbor search So what we saw was that the thing that made cosine similarity different than the first presentation of just similarity between two articles that we had, was the fact that in cosine similarity, you operate with normalized vectors. So this begs the question of, should we normalize or not? Should we use cosine similarity or just a vanilla version of a similarity calculation? Which is just the inner product between two vec""]",canonical_phrase,__phrase__normalized_representation
165,matrix,matrix::;matrices,"[""matrices and vectors linear algebra review Let's get started with our linear algebra review. In this video I want to tell you what are matrices and what are vectors. A matrix is a rectangular array of numbers written between square brackets. So, for example, here is a matrix on the right, a left square bracket. And then, write in a bunch of numbers. These could be features from a learning problem or it could be data from somewhere else, but the specific values don't matter, and then I'm going to"", ""addition and scalar multiplication linear algebra review In this video we'll talk about matrix addition and subtraction, as well as how to multiply a matrix by a number, also called Scalar Multiplication. Let's start an example. Given two matrices like these, let's say I want to add them together. How do I do that? And so, what does addition of matrices mean? It turns out that if you want to add two matrices, what you do is you just add up the elements of these matrices one at a time. So, my res"", ""matrix vector multiplication linear algebra review In this video, I'd like to start talking about how to multiply together two matrices. We'll start with a special case of that, of matrix vector multiplication - multiplying a matrix together with a vector. Let's start with an example. Here is a matrix, and here is a vector, and let's say we want to multiply together this matrix with this vector, what's the result? Let me just work through this example and then we can step back and look at just w""]",canonical_phrase,__phrase__matrix
166,ocr problem,ocr problem,"[""problem description and pipeline application example photo ocr In this and the next few videos, I want to tell you about a machine learning application example, or a machine learning application history centered around an application called Photo OCR . There are three reasons why I want to do this, first I wanted to show you an example of how a complex machine learning system can be put together. Second, once told the concepts of a machine learning a type line and how to allocate resources when ""]",word_average,ocr+problem
167,online learning,online learning,"[""online learning large scale machine learning In this video, I'd like to talk about a new large-scale machine learning setting called the online learning setting. The online learning setting allows us to model problems where we have a continuous flood or a continuous stream of data coming in and we would like an algorithm to learn from that. Today, many of the largest websites, or many of the largest website companies use different versions of online learning algorithms to learn from the flood of"", ""map reduce and data parallelism large scale machine learning In the last few videos, we talked about stochastic gradient descent, and, you know, other variations of the stochastic gradient descent algorithm, including those adaptations to online learning, but all of those algorithms could be run on one machine, or could be run on one computer. And some machine learning problems are just too big to run on one machine, sometimes maybe you just so much data you just don't ever want to run all that "", ""whats ahead in the specialization closing remarks [MUSIC] Okay, so now that you guys are psyched about the future machine running, let's talk about what we're gonna cover in the specialization. Okay, so in the regression course, now that you guys know what regression is, we're gonna go through a lot more of the details on different formulations for models. For example, how to cope with lots of features, something that we eluded to in this course. And we're also gonna talk about, in great detail,""]",canonical_phrase,__phrase__online_learning
168,optimal solution,optimal solution::;optimal value,"[""normal equation linear regression with multiple variables In this video, we'll talk about the normal equation, which for some linear regression problems, will give us a much better way to solve for the optimal value of the parameters theta. Concretely, so far the algorithm that we've been using for linear regression is gradient descent where in order to minimize the cost function J of Theta, we would take this iterative algorithm that takes many steps, multiple iterations of gradient descent to "", ""advanced optimization logistic regression In the last video, we talked about gradient descent for minimizing the cost function J of theta for logistic regression. In this video, I'd like to tell you about some advanced optimization algorithms and some advanced optimization concepts. Using some of these ideas, we'll be able to get logistic regression to run much more quickly than it's possible with gradient descent. And this will also let the algorithms scale much better to very large machine lea"", ""optimization objective support vector machines By now, you've seen a range of difference learning algorithms. With supervised learning, the performance of many supervised learning algorithms will be pretty similar, and what matters less often will be whether you use learning algorithm a or learning algorithm b, but what matters more will often be things like the amount of data you create these algorithms on, as well as your skill in applying these algorithms. Things like your choice of the featu""]",canonical_phrase,__phrase__optimal_solution
