concept_id,concept,aliases,slide_snippets,embedding_source,embedding_token,embedding_model
128,loss function,loss function::;loss functions::;objective function::;cost function::;cost functions,"[""dimensionality reduction . document retrieval . early stopping . error analysis . error cost function . estimated parameters . evaluation metrics . expectation maximization . f1 score . face detection . false negative false negatives . false positives . feature engineering . feature extraction feature extractor . feature scaling . feature selection . feature space . feature vector feature vectors . forward propagation . gaussian density gaussian probability density gaussian distribution normal d"", ""k means k-means . k nearest neighbors k-nearest neighbor k-nearest neighbors . k-means objective . kernel function . kernel regression . l1 penalty . labeled data . large margin classifier . lasso regression . latent dirichlet allocation lda model . learning curve learning curves . learning method learning methods learning model learning algorithm learning algorithms . learning problem learning problems learning task . learning rate . learning system . least squares . likelihood function . linea""]",bert,,sentence-transformers/all-mpnet-base-v2
129,low rank matrix,low rank matrix,"[""k means k-means . k nearest neighbors k-nearest neighbor k-nearest neighbors . k-means objective . kernel function . kernel regression . l1 penalty . labeled data . large margin classifier . lasso regression . latent dirichlet allocation lda model . learning curve learning curves . learning method learning methods learning model learning algorithm learning algorithms . learning problem learning problems learning task . learning rate . learning system . least squares . likelihood function . linea""]",bert,,sentence-transformers/all-mpnet-base-v2
130,machine learning,machine learning,"[""k means k-means . k nearest neighbors k-nearest neighbor k-nearest neighbors . k-means objective . kernel function . kernel regression . l1 penalty . labeled data . large margin classifier . lasso regression . latent dirichlet allocation lda model . learning curve learning curves . learning method learning methods learning model learning algorithm learning algorithms . learning problem learning problems learning task . learning rate . learning system . least squares . likelihood function . linea""]",bert,,sentence-transformers/all-mpnet-base-v2
131,machine learning algorithm,machine learning algorithm::;machine learning algorithms::;machine learning method::;machine learning methods::;machine learning model,"[""k means k-means . k nearest neighbors k-nearest neighbor k-nearest neighbors . k-means objective . kernel function . kernel regression . l1 penalty . labeled data . large margin classifier . lasso regression . latent dirichlet allocation lda model . learning curve learning curves . learning method learning methods learning model learning algorithm learning algorithms . learning problem learning problems learning task . learning rate . learning system . least squares . likelihood function . linea""]",bert,,sentence-transformers/all-mpnet-base-v2
132,machine learning application,machine learning application,"[""k means k-means . k nearest neighbors k-nearest neighbor k-nearest neighbors . k-means objective . kernel function . kernel regression . l1 penalty . labeled data . large margin classifier . lasso regression . latent dirichlet allocation lda model . learning curve learning curves . learning method learning methods learning model learning algorithm learning algorithms . learning problem learning problems learning task . learning rate . learning system . least squares . likelihood function . linea""]",bert,,sentence-transformers/all-mpnet-base-v2
133,machine learning system,machine learning system,"[""k means k-means . k nearest neighbors k-nearest neighbor k-nearest neighbors . k-means objective . kernel function . kernel regression . l1 penalty . labeled data . large margin classifier . lasso regression . latent dirichlet allocation lda model . learning curve learning curves . learning method learning methods learning model learning algorithm learning algorithms . learning problem learning problems learning task . learning rate . learning system . least squares . likelihood function . linea""]",bert,,sentence-transformers/all-mpnet-base-v2
134,massive training set,massive training set,"[""k means k-means . k nearest neighbors k-nearest neighbor k-nearest neighbors . k-means objective . kernel function . kernel regression . l1 penalty . labeled data . large margin classifier . lasso regression . latent dirichlet allocation lda model . learning curve learning curves . learning method learning methods learning model learning algorithm learning algorithms . learning problem learning problems learning task . learning rate . learning system . least squares . likelihood function . linea""]",bert,,sentence-transformers/all-mpnet-base-v2
135,matrix addition,matrix addition,"[""k means k-means . k nearest neighbors k-nearest neighbor k-nearest neighbors . k-means objective . kernel function . kernel regression . l1 penalty . labeled data . large margin classifier . lasso regression . latent dirichlet allocation lda model . learning curve learning curves . learning method learning methods learning model learning algorithm learning algorithms . learning problem learning problems learning task . learning rate . learning system . least squares . likelihood function . linea""]",bert,,sentence-transformers/all-mpnet-base-v2
136,matrix factorization,matrix factorization,"[""k means k-means . k nearest neighbors k-nearest neighbor k-nearest neighbors . k-means objective . kernel function . kernel regression . l1 penalty . labeled data . large margin classifier . lasso regression . latent dirichlet allocation lda model . learning curve learning curves . learning method learning methods learning model learning algorithm learning algorithms . learning problem learning problems learning task . learning rate . learning system . least squares . likelihood function . linea""]",bert,,sentence-transformers/all-mpnet-base-v2
137,matrix multiplication,matrix multiplication::;matrix-matrix multiplication,"[""k means k-means . k nearest neighbors k-nearest neighbor k-nearest neighbors . k-means objective . kernel function . kernel regression . l1 penalty . labeled data . large margin classifier . lasso regression . latent dirichlet allocation lda model . learning curve learning curves . learning method learning methods learning model learning algorithm learning algorithms . learning problem learning problems learning task . learning rate . learning system . least squares . likelihood function . linea""]",bert,,sentence-transformers/all-mpnet-base-v2
138,matrix transpose,matrix transpose,"[""k means k-means . k nearest neighbors k-nearest neighbor k-nearest neighbors . k-means objective . kernel function . kernel regression . l1 penalty . labeled data . large margin classifier . lasso regression . latent dirichlet allocation lda model . learning curve learning curves . learning method learning methods learning model learning algorithm learning algorithms . learning problem learning problems learning task . learning rate . learning system . least squares . likelihood function . linea""]",bert,,sentence-transformers/all-mpnet-base-v2
139,matrix vector multiplication,matrix vector multiplication::;matrix-vector multiplication,"[""k means k-means . k nearest neighbors k-nearest neighbor k-nearest neighbors . k-means objective . kernel function . kernel regression . l1 penalty . labeled data . large margin classifier . lasso regression . latent dirichlet allocation lda model . learning curve learning curves . learning method learning methods learning model learning algorithm learning algorithms . learning problem learning problems learning task . learning rate . learning system . least squares . likelihood function . linea""]",bert,,sentence-transformers/all-mpnet-base-v2
140,maximum likelihood,maximum likelihood,"[""k means k-means . k nearest neighbors k-nearest neighbor k-nearest neighbors . k-means objective . kernel function . kernel regression . l1 penalty . labeled data . large margin classifier . lasso regression . latent dirichlet allocation lda model . learning curve learning curves . learning method learning methods learning model learning algorithm learning algorithms . learning problem learning problems learning task . learning rate . learning system . least squares . likelihood function . linea""]",bert,,sentence-transformers/all-mpnet-base-v2
141,maximum likelihood estimate,maximum likelihood estimate::;maximum likelihood estimation,"[""k means k-means . k nearest neighbors k-nearest neighbor k-nearest neighbors . k-means objective . kernel function . kernel regression . l1 penalty . labeled data . large margin classifier . lasso regression . latent dirichlet allocation lda model . learning curve learning curves . learning method learning methods learning model learning algorithm learning algorithms . learning problem learning problems learning task . learning rate . learning system . least squares . likelihood function . linea""]",bert,,sentence-transformers/all-mpnet-base-v2
142,mean normalization,mean normalization,"[""k means k-means . k nearest neighbors k-nearest neighbor k-nearest neighbors . k-means objective . kernel function . kernel regression . l1 penalty . labeled data . large margin classifier . lasso regression . latent dirichlet allocation lda model . learning curve learning curves . learning method learning methods learning model learning algorithm learning algorithms . learning problem learning problems learning task . learning rate . learning system . least squares . likelihood function . linea""]",bert,,sentence-transformers/all-mpnet-base-v2
143,mean square error,mean square error::;mean squared error,"[""k means k-means . k nearest neighbors k-nearest neighbor k-nearest neighbors . k-means objective . kernel function . kernel regression . l1 penalty . labeled data . large margin classifier . lasso regression . latent dirichlet allocation lda model . learning curve learning curves . learning method learning methods learning model learning algorithm learning algorithms . learning problem learning problems learning task . learning rate . learning system . least squares . likelihood function . linea""]",bert,,sentence-transformers/all-mpnet-base-v2
144,mini-batch gradient descent,mini-batch gradient descent,"[""k means k-means . k nearest neighbors k-nearest neighbor k-nearest neighbors . k-means objective . kernel function . kernel regression . l1 penalty . labeled data . large margin classifier . lasso regression . latent dirichlet allocation lda model . learning curve learning curves . learning method learning methods learning model learning algorithm learning algorithms . learning problem learning problems learning task . learning rate . learning system . least squares . likelihood function . linea""]",bert,,sentence-transformers/all-mpnet-base-v2
145,mini-batch size,mini-batch size,"[""k means k-means . k nearest neighbors k-nearest neighbor k-nearest neighbors . k-means objective . kernel function . kernel regression . l1 penalty . labeled data . large margin classifier . lasso regression . latent dirichlet allocation lda model . learning curve learning curves . learning method learning methods learning model learning algorithm learning algorithms . learning problem learning problems learning task . learning rate . learning system . least squares . likelihood function . linea""]",bert,,sentence-transformers/all-mpnet-base-v2
146,minimization problem,minimization problem,"[""k means k-means . k nearest neighbors k-nearest neighbor k-nearest neighbors . k-means objective . kernel function . kernel regression . l1 penalty . labeled data . large margin classifier . lasso regression . latent dirichlet allocation lda model . learning curve learning curves . learning method learning methods learning model learning algorithm learning algorithms . learning problem learning problems learning task . learning rate . learning system . least squares . likelihood function . linea""]",bert,,sentence-transformers/all-mpnet-base-v2
147,misclassification error,misclassification error,"[""k means k-means . k nearest neighbors k-nearest neighbor k-nearest neighbors . k-means objective . kernel function . kernel regression . l1 penalty . labeled data . large margin classifier . lasso regression . latent dirichlet allocation lda model . learning curve learning curves . learning method learning methods learning model learning algorithm learning algorithms . learning problem learning problems learning task . learning rate . learning system . least squares . likelihood function . linea""]",bert,,sentence-transformers/all-mpnet-base-v2
148,mixture model,mixture model::;mixture models,"[""k means k-means . k nearest neighbors k-nearest neighbor k-nearest neighbors . k-means objective . kernel function . kernel regression . l1 penalty . labeled data . large margin classifier . lasso regression . latent dirichlet allocation lda model . learning curve learning curves . learning method learning methods learning model learning algorithm learning algorithms . learning problem learning problems learning task . learning rate . learning system . least squares . likelihood function . linea""]",bert,,sentence-transformers/all-mpnet-base-v2
149,model complexity,model complexity,"[""k means k-means . k nearest neighbors k-nearest neighbor k-nearest neighbors . k-means objective . kernel function . kernel regression . l1 penalty . labeled data . large margin classifier . lasso regression . latent dirichlet allocation lda model . learning curve learning curves . learning method learning methods learning model learning algorithm learning algorithms . learning problem learning problems learning task . learning rate . learning system . least squares . likelihood function . linea""]",bert,,sentence-transformers/all-mpnet-base-v2
150,model parameters,model parameters,"[""model parameters . model selection . multi-class classification multiclass classification . multivariate gaussian distribution . multivariate gaussian model . nearest neighbor search . nearest neighbors nearest neighbour . negative example negative examples . neural network neural networks . neural network learning . non-anomalous examples . nonlinear hypotheses . normal equation . normalized features . normalized representation . matrix matrices . ocr problem . online learning . optimal solutio""]",bert,,sentence-transformers/all-mpnet-base-v2
151,model selection,model selection,"[""model parameters . model selection . multi-class classification multiclass classification . multivariate gaussian distribution . multivariate gaussian model . nearest neighbor search . nearest neighbors nearest neighbour . negative example negative examples . neural network neural networks . neural network learning . non-anomalous examples . nonlinear hypotheses . normal equation . normalized features . normalized representation . matrix matrices . ocr problem . online learning . optimal solutio""]",bert,,sentence-transformers/all-mpnet-base-v2
152,multi-class classification,multi-class classification::;multiclass classification,"[""model parameters . model selection . multi-class classification multiclass classification . multivariate gaussian distribution . multivariate gaussian model . nearest neighbor search . nearest neighbors nearest neighbour . negative example negative examples . neural network neural networks . neural network learning . non-anomalous examples . nonlinear hypotheses . normal equation . normalized features . normalized representation . matrix matrices . ocr problem . online learning . optimal solutio""]",bert,,sentence-transformers/all-mpnet-base-v2
153,multivariate gaussian distribution,multivariate gaussian distribution,"[""model parameters . model selection . multi-class classification multiclass classification . multivariate gaussian distribution . multivariate gaussian model . nearest neighbor search . nearest neighbors nearest neighbour . negative example negative examples . neural network neural networks . neural network learning . non-anomalous examples . nonlinear hypotheses . normal equation . normalized features . normalized representation . matrix matrices . ocr problem . online learning . optimal solutio""]",bert,,sentence-transformers/all-mpnet-base-v2
154,multivariate gaussian model,multivariate gaussian model,"[""model parameters . model selection . multi-class classification multiclass classification . multivariate gaussian distribution . multivariate gaussian model . nearest neighbor search . nearest neighbors nearest neighbour . negative example negative examples . neural network neural networks . neural network learning . non-anomalous examples . nonlinear hypotheses . normal equation . normalized features . normalized representation . matrix matrices . ocr problem . online learning . optimal solutio""]",bert,,sentence-transformers/all-mpnet-base-v2
155,nearest neighbor search,nearest neighbor search,"[""model parameters . model selection . multi-class classification multiclass classification . multivariate gaussian distribution . multivariate gaussian model . nearest neighbor search . nearest neighbors nearest neighbour . negative example negative examples . neural network neural networks . neural network learning . non-anomalous examples . nonlinear hypotheses . normal equation . normalized features . normalized representation . matrix matrices . ocr problem . online learning . optimal solutio""]",bert,,sentence-transformers/all-mpnet-base-v2
156,nearest neighbors,nearest neighbors::;nearest neighbour,"[""k means k-means . k nearest neighbors k-nearest neighbor k-nearest neighbors . k-means objective . kernel function . kernel regression . l1 penalty . labeled data . large margin classifier . lasso regression . latent dirichlet allocation lda model . learning curve learning curves . learning method learning methods learning model learning algorithm learning algorithms . learning problem learning problems learning task . learning rate . learning system . least squares . likelihood function . linea"", ""model parameters . model selection . multi-class classification multiclass classification . multivariate gaussian distribution . multivariate gaussian model . nearest neighbor search . nearest neighbors nearest neighbour . negative example negative examples . neural network neural networks . neural network learning . non-anomalous examples . nonlinear hypotheses . normal equation . normalized features . normalized representation . matrix matrices . ocr problem . online learning . optimal solutio""]",bert,,sentence-transformers/all-mpnet-base-v2
157,negative example,negative example::;negative examples,"[""model parameters . model selection . multi-class classification multiclass classification . multivariate gaussian distribution . multivariate gaussian model . nearest neighbor search . nearest neighbors nearest neighbour . negative example negative examples . neural network neural networks . neural network learning . non-anomalous examples . nonlinear hypotheses . normal equation . normalized features . normalized representation . matrix matrices . ocr problem . online learning . optimal solutio""]",bert,,sentence-transformers/all-mpnet-base-v2
158,neural network,neural network::;neural networks,"[""activation function . activation values . adaboost . agglomerative clustering . anomalous example anomalous examples . anomaly detection . back prop back propagation . batch gradient descent . bayesian approach . bayesian inference . bias problem . bias unit bias units . bias variance trade-off bias variance tradeoff . big data sets large data sets large datasets . binary classification . boosting algorithm . character recognition . character segmentation . classification accuracy . classificati"", ""model parameters . model selection . multi-class classification multiclass classification . multivariate gaussian distribution . multivariate gaussian model . nearest neighbor search . nearest neighbors nearest neighbour . negative example negative examples . neural network neural networks . neural network learning . non-anomalous examples . nonlinear hypotheses . normal equation . normalized features . normalized representation . matrix matrices . ocr problem . online learning . optimal solutio""]",bert,,sentence-transformers/all-mpnet-base-v2
159,neural network learning,neural network learning,"[""model parameters . model selection . multi-class classification multiclass classification . multivariate gaussian distribution . multivariate gaussian model . nearest neighbor search . nearest neighbors nearest neighbour . negative example negative examples . neural network neural networks . neural network learning . non-anomalous examples . nonlinear hypotheses . normal equation . normalized features . normalized representation . matrix matrices . ocr problem . online learning . optimal solutio""]",bert,,sentence-transformers/all-mpnet-base-v2
160,non-anomalous examples,non-anomalous examples,"[""model parameters . model selection . multi-class classification multiclass classification . multivariate gaussian distribution . multivariate gaussian model . nearest neighbor search . nearest neighbors nearest neighbour . negative example negative examples . neural network neural networks . neural network learning . non-anomalous examples . nonlinear hypotheses . normal equation . normalized features . normalized representation . matrix matrices . ocr problem . online learning . optimal solutio""]",bert,,sentence-transformers/all-mpnet-base-v2
161,nonlinear hypotheses,nonlinear hypotheses,"[""model parameters . model selection . multi-class classification multiclass classification . multivariate gaussian distribution . multivariate gaussian model . nearest neighbor search . nearest neighbors nearest neighbour . negative example negative examples . neural network neural networks . neural network learning . non-anomalous examples . nonlinear hypotheses . normal equation . normalized features . normalized representation . matrix matrices . ocr problem . online learning . optimal solutio""]",bert,,sentence-transformers/all-mpnet-base-v2
162,normal equation,normal equation,"[""model parameters . model selection . multi-class classification multiclass classification . multivariate gaussian distribution . multivariate gaussian model . nearest neighbor search . nearest neighbors nearest neighbour . negative example negative examples . neural network neural networks . neural network learning . non-anomalous examples . nonlinear hypotheses . normal equation . normalized features . normalized representation . matrix matrices . ocr problem . online learning . optimal solutio""]",bert,,sentence-transformers/all-mpnet-base-v2
163,normalized features,normalized features,"[""model parameters . model selection . multi-class classification multiclass classification . multivariate gaussian distribution . multivariate gaussian model . nearest neighbor search . nearest neighbors nearest neighbour . negative example negative examples . neural network neural networks . neural network learning . non-anomalous examples . nonlinear hypotheses . normal equation . normalized features . normalized representation . matrix matrices . ocr problem . online learning . optimal solutio"", ""regression coefficients . regression function . regression model regression models . regression problem . regularization . regularized linear regression . regularized logistic regression . sentiment analysis . sentiment classifier . sigmoid function . spam filtering spam classifier . square distances squared distance . square matrix . square projection error squared projection error . squared error . standard deviation . standard least squares . stochastic gradient algorithm stochastic gradient ""]",bert,,sentence-transformers/all-mpnet-base-v2
164,normalized representation,normalized representation,"[""model parameters . model selection . multi-class classification multiclass classification . multivariate gaussian distribution . multivariate gaussian model . nearest neighbor search . nearest neighbors nearest neighbour . negative example negative examples . neural network neural networks . neural network learning . non-anomalous examples . nonlinear hypotheses . normal equation . normalized features . normalized representation . matrix matrices . ocr problem . online learning . optimal solutio""]",bert,,sentence-transformers/all-mpnet-base-v2
165,matrix,matrix::;matrices,"[""activation function . activation values . adaboost . agglomerative clustering . anomalous example anomalous examples . anomaly detection . back prop back propagation . batch gradient descent . bayesian approach . bayesian inference . bias problem . bias unit bias units . bias variance trade-off bias variance tradeoff . big data sets large data sets large datasets . binary classification . boosting algorithm . character recognition . character segmentation . classification accuracy . classificati"", ""dimensionality reduction . document retrieval . early stopping . error analysis . error cost function . estimated parameters . evaluation metrics . expectation maximization . f1 score . face detection . false negative false negatives . false positives . feature engineering . feature extraction feature extractor . feature scaling . feature selection . feature space . feature vector feature vectors . forward propagation . gaussian density gaussian probability density gaussian distribution normal d"", ""k means k-means . k nearest neighbors k-nearest neighbor k-nearest neighbors . k-means objective . kernel function . kernel regression . l1 penalty . labeled data . large margin classifier . lasso regression . latent dirichlet allocation lda model . learning curve learning curves . learning method learning methods learning model learning algorithm learning algorithms . learning problem learning problems learning task . learning rate . learning system . least squares . likelihood function . linea""]",bert,,sentence-transformers/all-mpnet-base-v2
166,ocr problem,ocr problem,"[""model parameters . model selection . multi-class classification multiclass classification . multivariate gaussian distribution . multivariate gaussian model . nearest neighbor search . nearest neighbors nearest neighbour . negative example negative examples . neural network neural networks . neural network learning . non-anomalous examples . nonlinear hypotheses . normal equation . normalized features . normalized representation . matrix matrices . ocr problem . online learning . optimal solutio""]",bert,,sentence-transformers/all-mpnet-base-v2
167,online learning,online learning,"[""model parameters . model selection . multi-class classification multiclass classification . multivariate gaussian distribution . multivariate gaussian model . nearest neighbor search . nearest neighbors nearest neighbour . negative example negative examples . neural network neural networks . neural network learning . non-anomalous examples . nonlinear hypotheses . normal equation . normalized features . normalized representation . matrix matrices . ocr problem . online learning . optimal solutio""]",bert,,sentence-transformers/all-mpnet-base-v2
168,optimal solution,optimal solution::;optimal value,"[""model parameters . model selection . multi-class classification multiclass classification . multivariate gaussian distribution . multivariate gaussian model . nearest neighbor search . nearest neighbors nearest neighbour . negative example negative examples . neural network neural networks . neural network learning . non-anomalous examples . nonlinear hypotheses . normal equation . normalized features . normalized representation . matrix matrices . ocr problem . online learning . optimal solutio""]",bert,,sentence-transformers/all-mpnet-base-v2
169,optimization algorithms,optimization algorithms::;optimization methods,"[""model parameters . model selection . multi-class classification multiclass classification . multivariate gaussian distribution . multivariate gaussian model . nearest neighbor search . nearest neighbors nearest neighbour . negative example negative examples . neural network neural networks . neural network learning . non-anomalous examples . nonlinear hypotheses . normal equation . normalized features . normalized representation . matrix matrices . ocr problem . online learning . optimal solutio""]",bert,,sentence-transformers/all-mpnet-base-v2
170,optimization objective,optimization objective,"[""model parameters . model selection . multi-class classification multiclass classification . multivariate gaussian distribution . multivariate gaussian model . nearest neighbor search . nearest neighbors nearest neighbour . negative example negative examples . neural network neural networks . neural network learning . non-anomalous examples . nonlinear hypotheses . normal equation . normalized features . normalized representation . matrix matrices . ocr problem . online learning . optimal solutio""]",bert,,sentence-transformers/all-mpnet-base-v2
171,optimization problem,optimization problem,"[""model parameters . model selection . multi-class classification multiclass classification . multivariate gaussian distribution . multivariate gaussian model . nearest neighbor search . nearest neighbors nearest neighbour . negative example negative examples . neural network neural networks . neural network learning . non-anomalous examples . nonlinear hypotheses . normal equation . normalized features . normalized representation . matrix matrices . ocr problem . online learning . optimal solutio""]",bert,,sentence-transformers/all-mpnet-base-v2
172,output label,output label,"[""model parameters . model selection . multi-class classification multiclass classification . multivariate gaussian distribution . multivariate gaussian model . nearest neighbor search . nearest neighbors nearest neighbour . negative example negative examples . neural network neural networks . neural network learning . non-anomalous examples . nonlinear hypotheses . normal equation . normalized features . normalized representation . matrix matrices . ocr problem . online learning . optimal solutio""]",bert,,sentence-transformers/all-mpnet-base-v2
173,output layer,output layer::;output wire,"[""model parameters . model selection . multi-class classification multiclass classification . multivariate gaussian distribution . multivariate gaussian model . nearest neighbor search . nearest neighbors nearest neighbour . negative example negative examples . neural network neural networks . neural network learning . non-anomalous examples . nonlinear hypotheses . normal equation . normalized features . normalized representation . matrix matrices . ocr problem . online learning . optimal solutio""]",bert,,sentence-transformers/all-mpnet-base-v2
174,output unit,output unit::;output units,"[""model parameters . model selection . multi-class classification multiclass classification . multivariate gaussian distribution . multivariate gaussian model . nearest neighbor search . nearest neighbors nearest neighbour . negative example negative examples . neural network neural networks . neural network learning . non-anomalous examples . nonlinear hypotheses . normal equation . normalized features . normalized representation . matrix matrices . ocr problem . online learning . optimal solutio""]",bert,,sentence-transformers/all-mpnet-base-v2
175,parameter estimation,parameter estimation,"[""model parameters . model selection . multi-class classification multiclass classification . multivariate gaussian distribution . multivariate gaussian model . nearest neighbor search . nearest neighbors nearest neighbour . negative example negative examples . neural network neural networks . neural network learning . non-anomalous examples . nonlinear hypotheses . normal equation . normalized features . normalized representation . matrix matrices . ocr problem . online learning . optimal solutio""]",bert,,sentence-transformers/all-mpnet-base-v2
176,parameter vector,parameter vector,"[""model parameters . model selection . multi-class classification multiclass classification . multivariate gaussian distribution . multivariate gaussian model . nearest neighbor search . nearest neighbors nearest neighbour . negative example negative examples . neural network neural networks . neural network learning . non-anomalous examples . nonlinear hypotheses . normal equation . normalized features . normalized representation . matrix matrices . ocr problem . online learning . optimal solutio""]",bert,,sentence-transformers/all-mpnet-base-v2
177,partial derivative,partial derivative::;partial derivatives,"[""model parameters . model selection . multi-class classification multiclass classification . multivariate gaussian distribution . multivariate gaussian model . nearest neighbor search . nearest neighbors nearest neighbour . negative example negative examples . neural network neural networks . neural network learning . non-anomalous examples . nonlinear hypotheses . normal equation . normalized features . normalized representation . matrix matrices . ocr problem . online learning . optimal solutio""]",bert,,sentence-transformers/all-mpnet-base-v2
178,pca algorithm,pca algorithm,"[""model parameters . model selection . multi-class classification multiclass classification . multivariate gaussian distribution . multivariate gaussian model . nearest neighbor search . nearest neighbors nearest neighbour . negative example negative examples . neural network neural networks . neural network learning . non-anomalous examples . nonlinear hypotheses . normal equation . normalized features . normalized representation . matrix matrices . ocr problem . online learning . optimal solutio""]",bert,,sentence-transformers/all-mpnet-base-v2
179,pedestrian detection,pedestrian detection,"[""model parameters . model selection . multi-class classification multiclass classification . multivariate gaussian distribution . multivariate gaussian model . nearest neighbor search . nearest neighbors nearest neighbour . negative example negative examples . neural network neural networks . neural network learning . non-anomalous examples . nonlinear hypotheses . normal equation . normalized features . normalized representation . matrix matrices . ocr problem . online learning . optimal solutio""]",bert,,sentence-transformers/all-mpnet-base-v2
180,photo ocr,photo ocr,"[""model parameters . model selection . multi-class classification multiclass classification . multivariate gaussian distribution . multivariate gaussian model . nearest neighbor search . nearest neighbors nearest neighbour . negative example negative examples . neural network neural networks . neural network learning . non-anomalous examples . nonlinear hypotheses . normal equation . normalized features . normalized representation . matrix matrices . ocr problem . online learning . optimal solutio""]",bert,,sentence-transformers/all-mpnet-base-v2
181,polynomial features,polynomial features,"[""model parameters . model selection . multi-class classification multiclass classification . multivariate gaussian distribution . multivariate gaussian model . nearest neighbor search . nearest neighbors nearest neighbour . negative example negative examples . neural network neural networks . neural network learning . non-anomalous examples . nonlinear hypotheses . normal equation . normalized features . normalized representation . matrix matrices . ocr problem . online learning . optimal solutio""]",bert,,sentence-transformers/all-mpnet-base-v2
182,polynomial kernel,polynomial kernel,"[""model parameters . model selection . multi-class classification multiclass classification . multivariate gaussian distribution . multivariate gaussian model . nearest neighbor search . nearest neighbors nearest neighbour . negative example negative examples . neural network neural networks . neural network learning . non-anomalous examples . nonlinear hypotheses . normal equation . normalized features . normalized representation . matrix matrices . ocr problem . online learning . optimal solutio""]",bert,,sentence-transformers/all-mpnet-base-v2
183,polynomial regression,polynomial regression,"[""model parameters . model selection . multi-class classification multiclass classification . multivariate gaussian distribution . multivariate gaussian model . nearest neighbor search . nearest neighbors nearest neighbour . negative example negative examples . neural network neural networks . neural network learning . non-anomalous examples . nonlinear hypotheses . normal equation . normalized features . normalized representation . matrix matrices . ocr problem . online learning . optimal solutio""]",bert,,sentence-transformers/all-mpnet-base-v2
184,polynomial terms,polynomial terms,"[""model parameters . model selection . multi-class classification multiclass classification . multivariate gaussian distribution . multivariate gaussian model . nearest neighbor search . nearest neighbors nearest neighbour . negative example negative examples . neural network neural networks . neural network learning . non-anomalous examples . nonlinear hypotheses . normal equation . normalized features . normalized representation . matrix matrices . ocr problem . online learning . optimal solutio""]",bert,,sentence-transformers/all-mpnet-base-v2
185,positive class,positive class,"[""model parameters . model selection . multi-class classification multiclass classification . multivariate gaussian distribution . multivariate gaussian model . nearest neighbor search . nearest neighbors nearest neighbour . negative example negative examples . neural network neural networks . neural network learning . non-anomalous examples . nonlinear hypotheses . normal equation . normalized features . normalized representation . matrix matrices . ocr problem . online learning . optimal solutio""]",bert,,sentence-transformers/all-mpnet-base-v2
186,positive data,positive data::;positive example::;positive examples,"[""model parameters . model selection . multi-class classification multiclass classification . multivariate gaussian distribution . multivariate gaussian model . nearest neighbor search . nearest neighbors nearest neighbour . negative example negative examples . neural network neural networks . neural network learning . non-anomalous examples . nonlinear hypotheses . normal equation . normalized features . normalized representation . matrix matrices . ocr problem . online learning . optimal solutio""]",bert,,sentence-transformers/all-mpnet-base-v2
187,positive predictions,positive predictions,"[""model parameters . model selection . multi-class classification multiclass classification . multivariate gaussian distribution . multivariate gaussian model . nearest neighbor search . nearest neighbors nearest neighbour . negative example negative examples . neural network neural networks . neural network learning . non-anomalous examples . nonlinear hypotheses . normal equation . normalized features . normalized representation . matrix matrices . ocr problem . online learning . optimal solutio""]",bert,,sentence-transformers/all-mpnet-base-v2
188,positive training example,positive training example,"[""model parameters . model selection . multi-class classification multiclass classification . multivariate gaussian distribution . multivariate gaussian model . nearest neighbor search . nearest neighbors nearest neighbour . negative example negative examples . neural network neural networks . neural network learning . non-anomalous examples . nonlinear hypotheses . normal equation . normalized features . normalized representation . matrix matrices . ocr problem . online learning . optimal solutio""]",bert,,sentence-transformers/all-mpnet-base-v2
189,precision recall curve,precision recall curve,"[""model parameters . model selection . multi-class classification multiclass classification . multivariate gaussian distribution . multivariate gaussian model . nearest neighbor search . nearest neighbors nearest neighbour . negative example negative examples . neural network neural networks . neural network learning . non-anomalous examples . nonlinear hypotheses . normal equation . normalized features . normalized representation . matrix matrices . ocr problem . online learning . optimal solutio""]",bert,,sentence-transformers/all-mpnet-base-v2
190,predicted class,predicted class,"[""model parameters . model selection . multi-class classification multiclass classification . multivariate gaussian distribution . multivariate gaussian model . nearest neighbor search . nearest neighbors nearest neighbour . negative example negative examples . neural network neural networks . neural network learning . non-anomalous examples . nonlinear hypotheses . normal equation . normalized features . normalized representation . matrix matrices . ocr problem . online learning . optimal solutio""]",bert,,sentence-transformers/all-mpnet-base-v2
191,predicted value,predicted value::;predicted values,"[""model parameters . model selection . multi-class classification multiclass classification . multivariate gaussian distribution . multivariate gaussian model . nearest neighbor search . nearest neighbors nearest neighbour . negative example negative examples . neural network neural networks . neural network learning . non-anomalous examples . nonlinear hypotheses . normal equation . normalized features . normalized representation . matrix matrices . ocr problem . online learning . optimal solutio""]",bert,,sentence-transformers/all-mpnet-base-v2
192,prediction error,prediction error,"[""model parameters . model selection . multi-class classification multiclass classification . multivariate gaussian distribution . multivariate gaussian model . nearest neighbor search . nearest neighbors nearest neighbour . negative example negative examples . neural network neural networks . neural network learning . non-anomalous examples . nonlinear hypotheses . normal equation . normalized features . normalized representation . matrix matrices . ocr problem . online learning . optimal solutio""]",bert,,sentence-transformers/all-mpnet-base-v2
